nom sede IPS,nit IPS ,naturaleza,num digito_verificion,num nivel atencion,nom grupo capacidad ,nom descripcion capacidad ,num cantidad capacidad instalada
ESE HOSPITAL SAN RAFAEL,890203563,Pública,6,1,SALAS,Partos,1
ESE HOSPITAL INTEGRADO SAN VICENTE DE PAUL,890200965,Pública,1,1,SALAS,Partos,1
ESE CENTRO DE SALUD MUNICIPIO DE PARAMO,804014835,Pública,0,1,SALAS,Partos,1
E.S.E. HOSPITAL LOCAL DE PIEDECUESTA,900066345,Pública,4,1,SALAS,Partos,1
CLINICA PIEDECUESTA S.A.,800090749,Privada,4,,SALAS,Partos,1
IPS PIEDECUESTA,804016036,Privada,1,,SALAS,Procedimientos,1
E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,890204789,Pública,8,1,SALAS,Partos,1
ESE Centro de Salud Puerto Parra,829003945,Pública,6,1,CAMAS,Obstetricia,1
E.S.E EDMUNDO GERMAN ARIAS DUARTE,890201724,Pública,6,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,890204360,Pública,2,1,SALAS,Partos,1
E.S.E. HOSPITAL INTEGRADO SABANA DE TORRES,800064543,Pública,4,1,SALAS,Partos,1
E.S.E. HOSPITAL INTEGRADO SABANA DE TORRES,800064543,Pública,4,1,SALAS,Procedimientos,1
ESE HOSPITAL SAN JOSE,890203222,Pública,1,1,SALAS,Partos,1
ESE SAN BENITO,804015069,Pública,1,1,SALAS,Procedimientos,1
RTS SUCURSAL SAN GIL,805011262,Privada,0,,SALAS,Procedimientos,1
E.S.E. HOSPITAL REGIONAL SAN GIL,900066347,Pública,9,2,SALAS,Partos,1
Clinica Santa Cruz de la Loma S.A.,800215758,Privada,1,,SALAS,Partos,1
Clinica Santa Cruz de la Loma S.A.,800215758,Privada,1,,SALAS,Procedimientos,1
VG & AT SERVCIOS MEDICOS S.A.S,900102902,Privada,1,,SALAS,Quirófano,1
VYSALUD EN CASAS,900408956,Privada,3,,SALAS,Procedimientos,1
FUNDACION SOCIAL BIOSSANAR,900535405,Privada,0,,SALAS,Procedimientos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL INTEGRADO SAN JOAQUIN,890204672,Pública,5,1,SALAS,Partos,1
ESE HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,800125276,Pública,5,1,CAMAS,Pediátrica,1
ESE HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,800125276,Pública,5,1,CAMAS,Obstetricia,1
ESE HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,800125276,Pública,5,1,SALAS,Partos,1
ESE CENRO DE SALUD SAN MIGUEL,804017401,Pública,1,1,CAMAS,Pediátrica,1
ESE CENRO DE SALUD SAN MIGUEL,804017401,Pública,1,1,CAMAS,Obstetricia,1
ESE CENRO DE SALUD SAN MIGUEL,804017401,Pública,1,1,SALAS,Partos,1
E.S.E. HOSPITAL EL CARMEN SEDE SAN VICENTE DE CHUCURI,804016365,Pública,1,1,SALAS,Quirófano,1
E.S.E. HOSPITAL EL CARMEN SEDE SAN VICENTE DE CHUCURI,804016365,Pública,1,1,SALAS,Partos,1
E.S.E. HOSPITAL EL CARMEN SEDE SAN VICENTE DE CHUCURI,804016365,Pública,1,1,SALAS,Procedimientos,1
IPS SAN VICENTE,804016036,Privada,1,,SALAS,Procedimientos,1
ESE CENTRO DE SALUD SANTA BARBARA,804008273,Pública,7,1,CAMAS,Obstetricia,1
ESE CENTRO DE SALUD SANTA BARBARA,804008273,Pública,7,1,SALAS,Partos,1
ESE HOSPITAL INTEGRADO SAN ROQUE,890203887,Pública,7,1,CAMAS,Obstetricia,1
ESE HOSPITAL INTEGRADO SAN ROQUE,890203887,Pública,7,1,SALAS,Partos,1
CENTRO DE SALUD PUERTO NUEVO,890203887,Pública,7,1,CAMAS,Obstetricia,1
CENTRO DE SALUD PUERTO NUEVO,890203887,Pública,7,1,SALAS,Partos,1
IPS SOCORRO,804016036,Privada,1,,SALAS,Procedimientos,1
HOSPITAL REGIONAL MANUELA BELTRAN SOCORRO,900190045,Pública,1,3,SALAS,Partos,1
FUNDACION SOCIAL BIOSSANAR,900535405,Privada,0,,SALAS,Procedimientos,1
ESE HOSPITAL CAICEDO Y FLOREZ,890203373,Pública,3,1,SALAS,Partos,1
ESE HOSPITAL CAICEDO Y FLOREZ,890203373,Pública,3,1,SALAS,Procedimientos,1
ESE CENTRO DE SALUD SUCRE,804008746,Pública,9,1,CAMAS,Pediátrica,1
ESE CENTRO DE SALUD SUCRE,804008746,Pública,9,1,CAMAS,Obstetricia,1
ESE CENTRO DE SALUD SUCRE,804008746,Pública,9,1,SALAS,Partos,1
ESE HOSPITAL SAN SEBASTIAN DE SURATA,804005751,Pública,2,1,CAMAS,Pediátrica,1
ESE HOSPITAL SAN SEBASTIAN DE SURATA,804005751,Pública,2,1,CAMAS,Obstetricia,1
ESE HOSPITAL SAN SEBASTIAN DE SURATA,804005751,Pública,2,1,SALAS,Partos,1
ESE SAN ISIDRO DEL MUNICIPIO DE TONA,804005695,Pública,8,1,CAMAS,Adultos,1
ESE SAN ISIDRO DEL MUNICIPIO DE TONA,804005695,Pública,8,1,CAMAS,Obstetricia,1
ESE SAN ISIDRO DEL MUNICIPIO DE TONA,804005695,Pública,8,1,SALAS,Partos,1
ESE HOSPITAL SAN JOSE,890205655,Pública,4,1,SALAS,Partos,1
E.S.E CENTRO DE SALUD NUESTRA SEÑORA DEL CARMEN,804007078,Pública,2,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CAMILO RUEDA,804005182,Pública,1,1,CAMAS,Obstetricia,1
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CAMILO RUEDA,804005182,Pública,1,1,SALAS,Partos,1
IPS GESTIONARBIENESTAR HOSPITAL ZAPATOCA,900101736,Privada,0,,SALAS,Partos,1
CENTRO DE SALUD SANTA LUCIA E.S.E.,823002149,Pública,3,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE CAIMITO,823001943,Pública,0,1,SALAS,Partos,1
IPS INTEGRAL FUTURO LIMITADA SEDE CHALAN,900355031,Privada,7,,SALAS,Partos,1
IPS INTEGRAL FUTURO LIMITADA SEDE CHALAN,900355031,Privada,7,,SALAS,Procedimientos,1
E.S.E CENTRO DE SALUD COLOSO,900206237,Pública,9,1,SALAS,Partos,1
NEONATOLOGOS DE SUCRE LIMITADA,900056127,Privada,2,,CAMAS,Cuidado básico neonatal,1
Hospital Regional II Nivel Nuestra Señora de Las Mercedes de Corozal E.S.E.,890480113,Pública,1,2,SALAS,Partos,1
Centro de salud Cartagena de indias Corozal,823000878,Pública,5,1,SALAS,Procedimientos,1
NUEVA CLÍNICA COROZAL S.A.S,900460322,Privada,4,,SALAS,Quirófano,1
IPS COROZAL LTDA,900497022,Privada,1,,SALAS,Procedimientos,1
CLINICA SAN LUIS DE COROZAL S.A,900113613,Privada,5,,SALAS,Quirófano,1
PROMOCOSTA SEDE COVEÑAS,802011610,Privada,1,,SALAS,Procedimientos,1
IPS TOLUSALUD LTDA,900119472,Privada,0,,SALAS,Procedimientos,1
E.S.E CENTRO DE SALUD EL ROBLE,900205773,Pública,0,1,SALAS,Partos,1
E.S.E CENTRO DE SALUD INMACULADA CONCEPCION DE GALERAS SUCRE,823001901,Pública,1,1,SALAS,Partos,1
E.S.E CENTRO DE SALUD INMACULADA CONCEPCION DE GALERAS SUCRE,823001901,Pública,1,1,SALAS,Procedimientos,1
I.P.S. CLINICA GUARANDA SANA S.A.S.,823004881,Privada,6,,SALAS,Quirófano,1
I.P.S. CLINICA GUARANDA SANA S.A.S.,823004881,Privada,6,,SALAS,Partos,1
ESE CENTRO DE SALUD DE GUARANDA,823003985,Pública,9,1,SALAS,Partos,1
HOSPITAL LA UNION EMPRESA SOCIAL DEL ESTADO,900008025,Pública,5,1,SALAS,Partos,1
HOSPITAL LA UNION EMPRESA SOCIAL DEL ESTADO,900008025,Pública,5,1,SALAS,Procedimientos,1
ESE CENTRO DE SALUD DE LOS PALMITOS,823002541,Pública,8,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE MAJAGUAL,823002044,Pública,9,1,SALAS,Quirófano,1
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE MAJAGUAL,823002044,Pública,9,1,SALAS,Partos,1
IPS CLINICA SAN JOSE LIMITADA,823002967,Privada,1,,CAMAS,Obstetricia,1
IPS CLINICA SAN JOSE LIMITADA,823002967,Privada,1,,SALAS,Partos,1
E.S.E CENTRO DE SALUD SAN BLAS DE MORROA SUCRE,823002856,Pública,2,1,SALAS,Partos,1
ASOCIACION MEDICA HUMANA EMPRESA ASOCIATIVA DE TRABAJO,823000779,Privada,4,,SALAS,Partos,1
ESE CENTRO DE SALUD DE OVEJAS SUCRE,823001873,Pública,3,1,SALAS,Partos,1
ESE CENTRO DE SALUD SAN ANTONIO DE PALMITO,900208755,Pública,1,1,SALAS,Partos,1
HOSPITAL LOCAL SAN BENITO ABAD E.S.E,823002356,Pública,1,1,CAMAS,Obstetricia,1
HOSPITAL LOCAL SAN BENITO ABAD E.S.E,823002356,Pública,1,1,SALAS,Partos,1
IPS SANTIAGO APOSTOL,823002356,Pública,1,1,SALAS,Partos,1
IPS EL CAUCHAL,823002356,Pública,1,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO SAN JUAN DE BETULIA,900169684,Pública,9,1,SALAS,Partos,1
ESE CENTRO DE SALUD SAN JOSE I NIVEL SAN MARCOS,823001035,Pública,8,1,SALAS,Procedimientos,1
ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,800191643,Pública,6,2,SALAS,Partos,1
UNIDAD MEDICA INTEGRAL DEL SAN JORGE LIMITADA,823004895,Privada,9,,SALAS,Partos,1
GUACARI IPS INDIGENA S.A.S,900060004,Privada,0,,CAMAS,Pediátrica,1
GUACARI IPS INDIGENA S.A.S,900060004,Privada,0,,CAMAS,Obstetricia,1
GUACARI IPS INDIGENA S.A.S,900060004,Privada,0,,SALAS,Partos,1
GUACARI IPS INDIGENA S.A.S,900060004,Privada,0,,SALAS,Procedimientos,1
GUACARI IPS INDIGENA S.A.S - SAN ONOFRE,900060004,Privada,0,,CAMAS,Obstetricia,1
GUACARI IPS INDIGENA S.A.S - SAN ONOFRE,900060004,Privada,0,,SALAS,Partos,1
GUACARI IPS INDIGENA S.A.S - SAN ONOFRE,900060004,Privada,0,,SALAS,Procedimientos,1
ESE HOSPITAL LOCAL DE SAN ONOFRE,823000496,Pública,5,1,SALAS,Partos,1
IPS IGLESIA COLOMBIANA METODISTA SEMILLAS DE AMOR BRISAS DEL MAR,900147516,Privada,5,,SALAS,Procedimientos,1
ESE CENTRO DE SALUD SAN PEDRO,823001999,Pública,2,1,SALAS,Partos,1
ESE HOSPITAL SANTIAGO DE TOLU,900208676,Pública,8,1,SALAS,Partos,1
ESE HOSPITAL SANTIAGO DE TOLU,900208676,Pública,8,1,SALAS,Procedimientos,1
IPS TOLUSALUD LTDA,900119472,Privada,0,,SALAS,Partos,1
IPS TOLUSALUD LTDA,900119472,Privada,0,,SALAS,Procedimientos,1
EPARQUIO GONZALEZ VERGARA,900119472,Privada,0,,SALAS,Partos,1
EPARQUIO GONZALEZ VERGARA,900119472,Privada,0,,SALAS,Procedimientos,1
SOIT,900364179,Privada,6,,SALAS,Procedimientos,1
ESE HOSPITAL LOCAL NUESTRA SEÑORA DEL SOCORRO DE SINCE,823000624,Pública,1,1,SALAS,Partos,1
ESE HOSPITAL LOCAL NUESTRA SEÑORA DEL SOCORRO DE SINCE,823000624,Pública,1,1,SALAS,Procedimientos,1
HOSPITAL UNIVERSITARIO DE SINCELEJO E.S.E,892280033,Pública,1,2,SALAS,Partos,1
HOSPITAL UNIVERSITARIO DE SINCELEJO E.S.E,892280033,Pública,1,2,SALAS,Procedimientos,1
HOSPITAl UNIVERSITARIO DE SINCELEJO E.S.E,892280033,Pública,1,2,SALAS,Procedimientos,1
CLINICA SALUD SOCIAL S.A.S,823002991,Privada,9,,SALAS,Partos,1
UNIDAD MEDICA EL BOSQUE Y CIA LTDA,823003752,Privada,1,,SALAS,Quirófano,1
UNIDAD MEDICA EL BOSQUE Y CIA LTDA,823003752,Privada,1,,SALAS,Procedimientos,1
CLINICA LAS PEÑITAS SEDE HOSPITALARIA,892200273,Privada,9,,CAMAS,Cuidado Intermedio Neonatal,1
CLINICA LAS PEÑITAS SEDE HOSPITALARIA,892200273,Privada,9,,CAMAS,Cuidado Intermedio Adulto,1
CLINICA LAS PEÑITAS SEDE HOSPITALARIA,892200273,Privada,9,,SALAS,Partos,1
FUNDACION CLINICA INTEGRAL SINCELEJO,900073857,Privada,2,,SALAS,Partos,1
FUNDACION CLINICA INTEGRAL SINCELEJO,900073857,Privada,2,,SALAS,Procedimientos,1
RTS AGENCIA SINCELEJO SEDE 2,805011262,Privada,0,,SALAS,Procedimientos,1
CLINICA OFTAMOLOGICA DE SINCELEJO LTDA,900132176,Privada,9,,SALAS,Quirófano,1
SOCIEDAD CARDIOVASCULAR DEL CARIBE COLOMBIANO S.A.S,900112364,Privada,1,,SALAS,Procedimientos,1
ORALDENT LIMITADA,900137290,Privada,3,,SALAS,Quirófano,1
IMAGEN DENTAL CENTRO,900315702,Privada,1,,SALAS,Quirófano,1
CARDIOCARE SERVICES S.A.S,900328332,Privada,4,,SALAS,Quirófano,1
ORAL CLINIC PLUS,900366319,Privada,1,,SALAS,Quirófano,1
UROMED SUCRE S.A.S,900372261,Privada,6,,SALAS,Procedimientos,1
UNIDAD MEDICO QUIRURGICA MARIA AUXILIADORA LTDA,900373224,Privada,8,,SALAS,Quirófano,1
UNIDAD MEDICO QUIRURGICA MARIA AUXILIADORA LTDA,900373224,Privada,8,,SALAS,Procedimientos,1
IPS CLINICA DEL CORAZON S.A.S,900452143,Privada,9,,SALAS,Procedimientos,1
FUNDACION ESTILO DE VIDA SALUDABLE ES VIDA SINCELEJO,819004229,Privada,9,,SALAS,Procedimientos,1
FUNDACION MARIA REINA,900513306,Privada,5,,SALAS,Procedimientos,1
FUNDACION MARIA REINA AMBULATORIA,900513306,Privada,5,,SALAS,Procedimientos,1
QUIRUCENTRO S.A.S.,900564046,Privada,3,,SALAS,Quirófano,1
CLÍNICA ESPECIALIZADA LA CONCEPCIÓN S.A.S,830510991,Privada,3,,SALAS,Procedimientos,1
IPS PUNTO VITAL SAS,900656493,Privada,8,,SALAS,Procedimientos,1
DAVITA SINCELEJO,900532504,Privada,8,,SALAS,Procedimientos,1
SINERGIA SALUD ATENCIÓN BASICA FORD,900363673,Privada,9,,SALAS,Procedimientos,1
clinica sagrado corazon de jesus,900548649,Privada,7,,SALAS,Procedimientos,1
SEDARTE MEDICINA ESPECIALIZADA SAS,900772014,Privada,1,,SALAS,Procedimientos,1
CENTRO DE OTORRINOLARINGOLOGIA Y FONOAUDIOLOGIA DE LA SABANA S.A.S,900862842,Privada,8,,SALAS,Procedimientos,1
CENTRAL DE ATENCION DE URGENCIAS ESIMED SINCELEJO,800215908,Privada,8,,SALAS,Procedimientos,1
IPS VIDA PLENA S.A.S,806016920,Privada,5,,CAMAS,Cuidado básico neonatal,1
IPS VIDA PLENA S.A.S,806016920,Privada,5,,SALAS,Partos,1
IPS VIDA PLENA S.A.S,806016920,Privada,5,,SALAS,Procedimientos,1
Dfranco Optica S.A.S,901026161,Privada,9,,SALAS,Procedimientos,1
IPS ENDOFERTIL S.A.S,901093053,Privada,7,,SALAS,Procedimientos,1
HOSPITAL LOCAL SANTA CATALINA DE SENA DE SUCRE-SUCRE E.S.E.,823000281,Pública,9,1,SALAS,Quirófano,1
HOSPITAL LOCAL SANTA CATALINA DE SENA DE SUCRE-SUCRE E.S.E.,823000281,Pública,9,1,SALAS,Partos,1
IPS TOLUSALUD LTDA,900119472,Privada,0,,SALAS,Procedimientos,1
CENTRO DE SALUD SAN JOSE DE TOLUVIEJO E.S.E,823000696,Pública,1,1,SALAS,Partos,1
E.S.E. HOSPITAL SAN ISIDRO - (730240104401),800025221,Pública,1,1,CAMAS,Pediátrica,1
E.S.E. HOSPITAL SAN ISIDRO - (730240104401),800025221,Pública,1,1,CAMAS,Adultos,1
E.S.E. HOSPITAL SAN ISIDRO - (730240104401),800025221,Pública,1,1,CAMAS,Obstetricia,1
E.S.E. HOSPITAL SAN ISIDRO - (730240104401),800025221,Pública,1,1,SALAS,Partos,1
HOSPITAL SAN ROQUE E.S.E.,809003541,Pública,1,1,CAMAS,Pediátrica,1
HOSPITAL SAN ROQUE E.S.E.,809003541,Pública,1,1,CAMAS,Adultos,1
HOSPITAL SAN ROQUE E.S.E.,809003541,Pública,1,1,CAMAS,Obstetricia,1
HOSPITAL SAN ROQUE E.S.E.,809003541,Pública,1,1,SALAS,Partos,1
HOSPITAL SAN ANTONIO E.S.E DE AMBALEMA - (730300101801),890702408,Pública,3,1,CAMAS,Obstetricia,1
HOSPITAL SAN ANTONIO E.S.E DE AMBALEMA - (730300101801),890702408,Pública,3,1,SALAS,Partos,1
HOSPITAL SAN JUAN DE DIOS E.S.E. ANZOATEGUI - (730430105601),800163519,Pública,1,1,SALAS,Partos,1
HOSPITAL SAN JUAN DE DIOS E.S.E. ANZOATEGUI - (730430105601),800163519,Pública,1,1,SALAS,Procedimientos,1
E.S.E. HOSPITAL NELSON RESTREPO MARTINEZ - (730550080201),800125697,Pública,2,1,SALAS,Partos,1
HOSPITAL NUESTRA SEÑORA DE LOURDES - (730670081801),890703266,Pública,9,1,CAMAS,Pediátrica,1
CENTRO DE SALUD SANTIAGO PÉREZ - (730670081802),890703266,Pública,9,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA LUCIA DE CAJAMARCA - (731240074301),890701078,Pública,1,1,SALAS,Partos,1
HOSPITAL NUESTRA SEÑORA DEL CARMEN EMPRESA SOCIAL DEL ESTADO - (731480010401),890702241,Pública,0,1,CAMAS,Pediátrica,1
HOSPITAL NUESTRA SEÑORA DEL CARMEN EMPRESA SOCIAL DEL ESTADO - (731480010401),890702241,Pública,0,1,CAMAS,Obstetricia,1
HOSPITAL NUESTRA SEÑORA DEL CARMEN EMPRESA SOCIAL DEL ESTADO - (731480010401),890702241,Pública,0,1,SALAS,Partos,1
HOSPITAL SANTO DOMINGO E.S.E.,800031724,Pública,9,1,CAMAS,Obstetricia,1
HOSPITAL SANTO DOMINGO E.S.E.,800031724,Pública,9,1,SALAS,Partos,1
IPS CHAPARRAL,809011703,Privada,1,,SALAS,Procedimientos,1
CENTRO DE SALUD COELLO E.S.E.,809002097,Pública,8,1,SALAS,Partos,1
HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO NIVEL I,890704495,Pública,3,1,SALAS,Partos,1
HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO NIVEL I,890704495,Pública,3,1,SALAS,Procedimientos,1
HOSPITAL FEDERICO ARBELAEZ EMPRESA SOCIAL DEL ESTADO - (732260104301),890702080,Pública,1,1,CAMAS,Obstetricia,1
HOSPITAL FEDERICO ARBELAEZ EMPRESA SOCIAL DEL ESTADO - (732260104301),890702080,Pública,1,1,SALAS,Partos,1
HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO - (732360092501),890700568,Pública,4,1,SALAS,Partos,1
IPS SAN PEDRO,809011703,Privada,1,,SALAS,Procedimientos,1
CLÍNICA LAS VICTORIAS - FRACTURAS,900471504,Privada,5,,SALAS,Quirófano,1
CLÍNICA LAS VICTORIAS - FRACTURAS,900471504,Privada,5,,SALAS,Procedimientos,1
HOSPITAL SANTA ANA NIVEL I DEL MUNICIPIO DE FALAN - (732700088001),800193490,Pública,5,1,CAMAS,Pediátrica,1
HOSPITAL SANTA ANA NIVEL I DEL MUNICIPIO DE FALAN - (732700088001),800193490,Pública,5,1,CAMAS,Obstetricia,1
HOSPITAL SANTA ANA NIVEL I DEL MUNICIPIO DE FALAN - (732700088001),800193490,Pública,5,1,SALAS,Partos,1
HOSPITAL NUESTRA SEÑORA DE FATIMA E.S.E,809003128,Pública,2,1,CAMAS,Obstetricia,1
HOSPITAL NUESTRA SEÑORA DE FATIMA E.S.E,809003128,Pública,2,1,SALAS,Partos,1
IPS FRESNO,809011703,Privada,1,,SALAS,Procedimientos,1
HOSPITAL SAN VICENTE DE PAUL - (732830104001),890700901,Pública,4,1,SALAS,Partos,1
HOSPITAL SAN VICENTE DE PAUL - (732830104001),890700901,Pública,4,1,SALAS,Procedimientos,1
HOSPITAL SAN ANTONIO E.S.E.,890701715,Pública,5,1,SALAS,Partos,1
HOSPITAL SAN ANTONIO E.S.E.,890701715,Pública,5,1,SALAS,Procedimientos,1
HOSPITAL SAN ANTONIO E.S.E. - (733470109901),890700907,Pública,8,1,SALAS,Partos,1
IPS HONDA,809011703,Privada,1,,SALAS,Procedimientos,1
HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO - (733490092601),890700666,Pública,8,2,SALAS,Quirófano,1
HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO - (733490092601),890700666,Pública,8,2,SALAS,Partos,1
Medicina Intensiva del Tolima,809011517,Privada,8,,SALAS,Quirófano,1
UNIDAD RENAL DEL TOLIMA S.A.S,809000836,Privada,5,,SALAS,Procedimientos,1
IPS AVENIDA AMBALA,809011703,Privada,1,,SALAS,Procedimientos,1
IPS INTERLAKEN,809011703,Privada,1,,SALAS,Procedimientos,1
UNIDAD DE SALUD DE IBAGUE EMPRESA SOCIAL DEL ESTADO - (730010077101),809003590,Pública,2,1,SALAS,Partos,1
UNIDAD INTERMEDIA DE LOS BARRIOS DEL SUR- (730010077102),809003590,Pública,2,1,SALAS,Procedimientos,1
CLINICA ASOTRAUMA S.A.S.,800209891,Privada,7,,SALAS,Procedimientos,1
CLINICA ASOTRAUMA SAS,800209891,Privada,7,,SALAS,Procedimientos,1
PROMOVER LIMITADA - (730010085801),809002913,Privada,3,,SALAS,Quirófano,1
PROMOVER LIMITADA - (730010085801),809002913,Privada,3,,SALAS,Procedimientos,1
SALUD TOTAL EPS-S S.A. LA QUINTA,800130907,Privada,4,,SALAS,Procedimientos,1
UNIDAD DE CIRUGIA DEL TOLIMA - (730010089301),800024744,Privada,7,,SALAS,Partos,1
CLINICA AVIDANTI IBAGUÉ,800185449,Privada,9,,CAMAS,Cuidado Intensivo Neonatal,1
CLINICA AVIDANTI IBAGUÉ,800185449,Privada,9,,CAMAS,Cuidado básico neonatal,1
MEDICADIZ S.A,800254132,Privada,6,,SALAS,Procedimientos,1
ASOCIACION PRO-BIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA - (730010097701),860013779,Privada,5,,SALAS,Quirófano,1
SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓNIMA Y/O CLÍNICA TOLIMA S.A.,890703630,Privada,7,,SALAS,Partos,1
CLINICA ESIMED IBAGUE,800215908,Privada,8,,SALAS,Partos,1
UNIFERTIL LTDA,809012632,Privada,1,,SALAS,Quirófano,1
INSTITUTO OFTALMOLOGICO DEL TOLIMA,809010893,Privada,8,,SALAS,Quirófano,1
UNIDAD INTEGRAL DE SALUD DEL TOLIMA UNISALUD SAS,900050803,Privada,6,,SALAS,Procedimientos,1
ONCOVIHDA SOMEFA S.A.,900030159,Privada,5,,SALAS,Procedimientos,1
UROCADIZ IPS LTDA,809012505,Privada,4,,SALAS,Quirófano,1
UROCADIZ IPS LTDA,809012505,Privada,4,,SALAS,Procedimientos,1
UNIDAD MATERNO INFANTIL DEL TOLIMA S.A. - (730010174201),900138815,Privada,4,,CAMAS,Cuidado Intermedio Pediátrico,1
UNIDAD MATERNO INFANTIL DEL TOLIMA S.A. - (730010174201),900138815,Privada,4,,CAMAS,Cuidado Intensivo Pediátrico,1
SALUD PLENA IPS ODONTOLOGICA,830511202,Privada,5,,SALAS,Procedimientos,1
CLINICA ODONTOLOGICA ABC ORTODONCIA E.U SEDE 37/5,900240920,Privada,5,,SALAS,Procedimientos,1
UROCENTRO CENTRO UROLOGICO JAVERIANO SAS,900368125,Privada,7,,SALAS,Procedimientos,1
SUPRA ESPECIALIDADES OFTALMOLOGICAS DEL TOLIMA SAS,900445497,Privada,1,,SALAS,Procedimientos,1
CORPORACION ICRI,900084525,Privada,1,,SALAS,Quirófano,1
CIRUPLAST DE COLOMBIA S.A.S,900600618,Privada,0,,SALAS,Quirófano,1
MEDICARTE IBAGUE,900219866,Privada,8,,SALAS,Procedimientos,1
CLINICA INTERNACIONAL DE ALTA TECNOLOGIA S.A.S.,900718172,Privada,6,,SALAS,Procedimientos,1
ELECTRODIAGNOSTICO GIRALDO SAS,900813470,Privada,2,,SALAS,Procedimientos,1
MEDISERVIS DEL TOLIMA,900940338,Privada,1,,SALAS,Procedimientos,1
FEMENINCARE,900910687,Privada,9,,SALAS,Procedimientos,1
INMUNAR,900410249,Privada,0,,SALAS,Procedimientos,1
CENTRO MEDICO MI DOC SAS,901109443,Privada,8,,SALAS,Procedimientos,1
MEINTEGRAL IBAGUE,900181419,Privada,2,,SALAS,Procedimientos,1
HOSPITAL SUMAPAZ E.S.E. - (733520079501),890702190,Pública,3,1,CAMAS,Pediátrica,1
HOSPITAL SUMAPAZ E.S.E. - (733520079501),890702190,Pública,3,1,CAMAS,Obstetricia,1
HOSPITAL SUMAPAZ E.S.E. - (733520079501),890702190,Pública,3,1,SALAS,Partos,1
IPS LERIDA,809011703,Privada,1,,SALAS,Procedimientos,1
HOSPITAL REINA SOFÍA DE ESPAÑA EMPRESA SOCIAL DEL ESTADO,890706823,Pública,5,2,SALAS,Partos,1
HOSPITAL REINA SOFÍA DE ESPAÑA EMPRESA SOCIAL DEL ESTADO,890706823,Pública,5,2,SALAS,Procedimientos,1
IPS LIBANO,809011703,Privada,1,,SALAS,Procedimientos,1
HOSPITAL REGIONAL DEL LÍBANO TOLIMA E.S.E.,890701718,Pública,7,2,SALAS,Partos,1
IPS MARIQUITA,809011703,Privada,1,,SALAS,Procedimientos,1
HOSPITAL SAN JOSÉ,890706067,Pública,3,1,SALAS,Partos,1
IPS MELGAR,809011703,Privada,1,,SALAS,Procedimientos,1
CENTRAL DE URGENCIAS LOUIS PASTEUR E.S.E.,890702369,Pública,4,1,SALAS,Partos,1
HOSPITAL RAMON MARIA ARANA ESE - (734610089101),809001159,Pública,1,1,SALAS,Partos,1
HOSPITAL SAN ANTONIO E.S.E. DE NATAGAIMA TOLIMA - (734830101201),800182136,Pública,5,1,CAMAS,Obstetricia,1
HOSPITAL SAN ANTONIO E.S.E. DE NATAGAIMA TOLIMA - (734830101201),800182136,Pública,5,1,SALAS,Partos,1
HOSPITAL SAN JOSÉ DE ORTEGA,890700967,Pública,1,1,SALAS,Partos,1
HOSPITAL RICARDO ACOSTA NIVEL I EMPRESA SOCIAL DEL ESTADO,809004280,Pública,9,1,CAMAS,Obstetricia,1
HOSPITAL RICARDO ACOSTA NIVEL I EMPRESA SOCIAL DEL ESTADO,809004280,Pública,9,1,SALAS,Partos,1
HOSPITAL RICARDO ACOSTA NIVEL I EMPRESA SOCIAL DEL ESTADO,809004280,Pública,9,1,SALAS,Procedimientos,1
HOSPITAL SAN SEBASTIAN DE PIEDRAS E.S.E. - (735470094101),809005249,Pública,4,1,CAMAS,Pediátrica,1
HOSPITAL SAN SEBASTIAN DE PIEDRAS E.S.E. - (735470094101),809005249,Pública,4,1,SALAS,Partos,1
HOSPITAL CENTRO NIVEL I PLANADAS - (735550103101),890704555,Pública,7,1,CAMAS,Obstetricia,1
