OBJECTID,Object_ID,Código de Habilitación,Código del Prestador,Nombre de la IPS,Dirección,Número Identificación Tributaria,Número de Fax,Clase de Prestador,Clase de Persona,Naturaleza Jurídica,Número de Teléfono,Correo Electrónico,coord_x,coord_y
1405,1405,110012039501,1100120395,FUNDACION APRENDER A VIVIR,CL 53 # 67 15,830507712,Sin Dato,Instituciones - IPS,Juridica,Privada,2631740 3103330027,johnpava_27@hotmail.com,,
1411,1411,110012046201,1100120462,BIOGENETICA DIAGNOSTICA SAS,CARRERA 45A No 103-86,900306367,6215548,Instituciones - IPS,Juridica,Privada,3585649,biogeneticasas@yahoo.es,,
1412,1412,110012046801,1100120468,LABORATORIO CLINICO QUIK LAB,CL 63 C # 35 13,830501640,3243805,Instituciones - IPS,Juridica,Privada,3243814,labquik@quikltda.com,,
1426,1426,110010733532,1100107335,CAJA DE COMPENSACION FAMILIAR COMPENSAR CONSULTORIO EMPRESARIAL EL TIEMPO,AC 26 # 68 B 70 PS 1,860066942,Sin Dato,Instituciones - IPS,Juridica,Privada,57 1 4285088,abarragan@compensar.com,,
1430,1430,110010918646,1100109186,CLINISANITAS CALLE 96,KR 14 96 -22,800149384,5895455,Instituciones - IPS,Juridica,Privada,5895455,sfiguero@colsanitas.com,,
1433,1433,110012067401,1100120674,OPTICAS CENTRO OCULAR DR RINCON SAS,Carrera 15 # 50-39 local 1-2,900239006,Sin Dato,Instituciones - IPS,Juridica,Privada,6107771 5102805,opticascentrooculardrrincon@hotmail.com,,
1436,1436,110012067902,1100120679,CARDIO COLOMBIA SEDE 2,CARRERA 18 No. 84 - 06 Piso 8 CONS 6 Y 7 ALA NORTE,900109669,Sin Dato,Instituciones - IPS,Juridica,Privada,3158380033,cardiocolombialtda@gmail.com,,
1440,1440,110012069701,1100120697,Intituto Piel Renaissence,Av 19 No 102-31 Lc 2-8,830144635,6021097,Instituciones - IPS,Juridica,Privada,6021097,claudiacp16@hotmail.com,,
1458,1458,110010802406,1100108024,LABORATORIO CLINICO PARTENON SEDE PRINCIPAL,CALLE 77 No. 73A-10,800085486,2517752,Instituciones - IPS,Juridica,Privada,4306767,servicioshospitalarios@clinicapartenon.com,,
1462,1462,110010895204,1100108952,CLINICA PALERMO CARRERA 23,"Carrera 23 No. 45C- 31 Laboratorio Clinico Local 102- Unidad de Cirugia Ambulatoria Local 108- Unidad de Endoscopia Local 109- Consulta externa Locales 203, 203A, 204, 205, 206, 206A, 207, 208, 208A,209 y 210",860006745,5703128,Instituciones - IPS,Juridica,Privada,5727777,GestiondeCalidad@clinicapalermo.com.co,,
1470,1470,110012085201,1100120852,Centro de Endocrinologia Pediatrica y del Adolescente SAS sigla CENPA SAS,CL 97 # 10 39 Consultorio 207,900329863,Sin Dato,Instituciones - IPS,Juridica,Privada,6347282,cen.pa@hotmail.com,,
1471,1471,110011340602,1100113406,LABORATORIO ENLACE LAB,CALLE 102 No 14 A 15 piso 3 consultorio 2,830145128,7422244,Instituciones - IPS,Juridica,Privada,7422244,enlacelab@gmail.com,,
1475,1475,110010733537,1100107335,CAJA DE COMPENSACION FAMILIAR COMPENSAR / CONSULTORIO EMPRESARIAL PEPAL S.A.,CL 18 A No. 69 B - 24 PI 1,860066942,Sin Dato,Instituciones - IPS,Juridica,Privada,57 1 4285088,abarragan@compensar.com,,
1476,1476,110012090201,1100120902,ORL AUDIO SAS,CL 23 No. 66-46 INT 4 CS 1208,900322466,Sin Dato,Instituciones - IPS,Juridica,Privada,5-74-43-14,gerencia@orlaudio.co,,
1478,1478,110010952319,1100109523,VIRREY SOLIS IPS S.A CALLE 102,AK 45 No. 102 30,800003765,4473535 EXT 318,Instituciones - IPS,Juridica,Privada,"4473535 EXT 248, 246","garantiacalidadvs@virreysolisips.com.co, calidad@virreysolisips.com.co",,
1496,1496,110012102001,1100121020,REHABILITARTE PLUS SAS,AV. SUBA Nº 106 A 28 CONSULTORIO 601,900345805,6139952,Instituciones - IPS,Juridica,Privada,6139952 - 3212484879,rhbtapaola@gmail.com,,
1507,1507,110012110401,1100121104,ARTRO CENTRO IPS ESPECIALIDADES ARTICULARES Y REHABILITACION,kr 27B NO. 73-59,900352858,4740344,Instituciones - IPS,Juridica,Privada,4740344,albanpaulo@hotmail.com,,
1509,1509,110012110901,1100121109,CLINICA MICHEL BELTRAN,CALLE 8 B #77-32,900210955,Sin Dato,Instituciones - IPS,Juridica,Privada,4243267,clinicamichelbeltran@hotmail.com,,
1519,1519,110012119601,1100121196,FUNDACION CRISTIANA MARANATHA - FUNMAR,KR 75 # 52 A 59,900236348,3115823366,Instituciones - IPS,Juridica,Privada,4109238,funmar_em@hotmail.com,,
1543,1543,110012134701,1100121347,FUNDACION PARA LA INVESTIGACION CLINICA Y MOLECULAR APLICADA DEL CANCER - FICMAC,KR 48 N 95-51,900239016,8051809,Instituciones - IPS,Juridica,Privada,8051809/3125425688,administracion@ficmac.org,,
1544,1544,110012135901,1100121359,SOMHER S.A.S IPS,CALLE 91 # 19 C 55 consultorio 208-203-209.,900357296,Sin Dato,Instituciones - IPS,Juridica,Privada,691 05 00- 473 99 43,somherips@yahoo.com.co,,
1567,1567,110012147701,1100121477,UNIDAD MEDICA ONCOLOGICA ONCOLIFE IPS SAS,CALLE 45C No. 25-40,900364721,Sin Dato,Instituciones - IPS,Juridica,Privada,3108095504-2459595-2454888,emao1@yahoo.com,,
1575,1575,110012151901,1100121519,I.P.S SER ASISTENCIA Y TRANSPORTE PARA DISCAPACITADOS SAS CON SIGLA SER SAS,Diagonal 24 C N° 96 - 60,900377847,Sin Dato,Instituciones - IPS,Juridica,Privada,7425877,buzon@serasistencia.com,,
1581,1581,110012152501,1100121525,DR ALVARO ACOSTA DE HART IPS SAS,CARRERA 19C No. 90-14 401,900377327,6103519,Instituciones - IPS,Juridica,Privada,6103506,acostadehart@hotmail.com,,
1596,1596,110012166201,1100121662,FACIL REIR UNIDADES DE ESTETICA DENTAL,CARRERA 100 No 18-87 PISO 2 Y 3,900388162,5447390,Instituciones - IPS,Juridica,Privada,5447390,facilreirfontibon@hotmail.com,,
1613,1613,110012176401,1100121764,FISIOSERVICIOS LTDA,CRA. 23 45C - 31 CS 6N08 / 505A,900305735,Sin Dato,Instituciones - IPS,Juridica,Privada,2874067-2875946,fisioservicios@hotmail.com,,
1624,1624,110012190401,1100121904,MICROCIRUGIA MD,CL 127 A No 7-53 MODULO 2001-2002,900368196,2148904,Instituciones - IPS,Juridica,Privada,2148904 - 3204923564,lenietor@microcirugiamd.com,,
1627,1627,110010959907,1100109599,DEPARTAMENTO DE IMAGENES DIAGNOSTICAS CLINICA DEL COUNTRY 2,CARRERA 16 No 84A - 09 Cons 321 y 322,830005028,2184982,Instituciones - IPS,Juridica,Privada,6449500,jospina@clinicadelcountry.com,,
1637,1637,110012198604,1100121986,SHALOM SISTEMAS ADELGAZANTES,CLL 77 No. 16-20 CS 207,900406395,Sin Dato,Instituciones - IPS,Juridica,Privada,2576530,alpecastro@hotmail.com,,
1658,1658,110012214601,1100122146,Bocanova Grupo Dental,Cra. 11A # 93 - 52 (402),900339240,4859090,Instituciones - IPS,Juridica,Privada,4859090,natasha.r@bocanova.com.co,,
1664,1664,110012218601,1100122186,INVERSIONES GRANDES IDEAS HOSPITALARIAS SAS,CRA 22 N 74-31,830102106,Sin Dato,Instituciones - IPS,Juridica,Privada,7440559,maria.santos@gihsas.net,,
1683,1683,110012233001,1100122330,PRESTIGE DENTAL CARE PD CARE COLOMBIA S A PUDIENDO UTILIZAR EL NOMBRE DE PRESTIGE DENTAL CARE S A O PD CARE S A,Calle 98 No 9A-46 PISO 3 OFC 301B,900419061,Sin Dato,Instituciones - IPS,Juridica,Privada,6467458 ext 2258-2243,gerencia@pdcare.com.co,,
1685,1685,110010101021,1100101010,Centro Medico Deportivo de Acondicionamiento Fisico Bodytech Floresta,Avenida Carrera 68 #90 88 Nivel 0,830033206,7442261,Instituciones - IPS,Juridica,Privada,7442222,luz.garcia@bodytechcorp.com,,
1693,1693,110012238001,1100122380,clinica odontologica aydent s.a.s,carrera 90 N 69 a 27.,900434420,Sin Dato,Instituciones - IPS,Juridica,Privada,4383039,clinicaodontologicaaydent@hotmail.com,,
1697,1697,110012239501,1100122395,LVB MEDICINA ESTETICA IPS SAS,AVENIDA 15 No. 100-69 Oficina 509,900395138,6215907,Instituciones - IPS,Juridica,Privada,6216325,lvbmedicinaesteticaycirugia@hotmail.com,,
1705,1705,110010509802,1100105098,CONTROLAR SALUD,Carrera 45a No 94 - 91,830103479,7420429,Instituciones - IPS,Juridica,Privada,7420428,controlarsalud@yahoo.com.mx,,
1712,1712,110010653705,1100106537,SALUD OCUPACIONAL DE LOS ANDES LTDA,Avenida Carrera 24 # 85 - 23,830029102,7560686,Instituciones - IPS,Juridica,Privada,7560686 Ext 100 - 203,subgerencia@saludocupacionalandes.com,,
1739,1739,110010326602,1100103266,RADIOTERAPIA ONCOLOGIA MARLY EQUIPO 2,CALLE 50 No 9 - 32,800067908,2554836,Instituciones - IPS,Juridica,Privada,2554775,radioterapiaoncologiamarly@yahoo.com.mx,,
1740,1740,110012274101,1100122741,EVENTOS MEDICOS SALUD S.A.S SIGLA EVENMEC,cra 30 No 66-67,900445703,Sin Dato,Instituciones - IPS,Juridica,Privada,3132325708,erika.rincon@evenmec.com,,
1745,1745,110011774418,1100117744,OPTICAS SBC LIMITADA,CALLE 85 No 21-24,800102107,Sin Dato,Instituciones - IPS,Juridica,Privada,6107903,abcoptica@hotmail.com,,
1762,1762,110010752105,1100107521,SEDE B,TRANSVERSAL 16A No. 45D-32,860010783,Sin Dato,Instituciones - IPS,Juridica,Privada,3274444,clinicanueva@clinicanueva.com,,
1774,1774,110012297501,1100122975,STS TELEMEDICINA SAS,Calle 104 # 19-40,900432648,Sin Dato,Instituciones - IPS,Juridica,Privada,7454595,japinzon@ststelemedicina.com,,
1800,1800,110011601601,1100116016,Fundacion La Casa deBill,KR 36A Nº 54 - 77,830147172,3244379,Instituciones - IPS,Juridica,Privada,6940460,lacasadebill@hotmail.com,,
1801,1801,110012320601,1100123206,Servicios de Patologia Oscar Messa Botero,Calle 64 No 7 - 42 Consultorio 103,900348648,5402301,Instituciones - IPS,Juridica,Privada,2358716,serviciosdepatologia@gmail.com,,
1804,1804,110012329301,1100123293,COLMEDICOS BOGOTA,KR 19 A # 76 34,800049104,7470280,Instituciones - IPS,Juridica,Privada,7470280,michelle.raigoza@colmedicos.com,,
1809,1809,110012337101,1100123371,CLINICA VIP CENTRO DE MEDICINA INTERNACIONAL,Calle 97#23-10,900485519,7452727,Instituciones - IPS,Juridica,Privada,7442740-7452727,martha.cubillos@miclinicavip.com,,
1812,1812,110012340802,1100123408,Clinica Odonto Amiga,Cr. 9 No.117A-93,900472527,6200584,Instituciones - IPS,Juridica,Privada,6299931,odontoamiga@gmail.com,,
1817,1817,110010964203,1100109642,CARDIONET CHICO,CR 14 No 94 - 49 CS 505,830076652,Sin Dato,Instituciones - IPS,Juridica,Privada,6010606,cardionet_ltda@hotmail.com,,
1825,1825,110012348101,1100123481,FUNDACION APOYARTHE,AVENIDA BOYACA Nº 53-69,900415493,Sin Dato,Instituciones - IPS,Juridica,Privada,3208581113,info@apoyarthe.org,,
1829,1829,110012356601,1100123566,CLINICA EUGIN,CL 119 # 7-14 PI 9,900452020,6192759,Instituciones - IPS,Juridica,Privada,4841690- 6192791,info@eugin.com.co,,
1835,1835,110011733301,1100117333,IN LASER,CALLE 108 No. 14 36,900107242,7442396,Instituciones - IPS,Juridica,Privada,7442395,administrativo@inlaser.com.co,,
1840,1840,110012378401,1100123784,FUNDACION COLOMBIANA PARA EL DIAGNOSTICO Y TRATAMIENTO DE LAS ARRITMIAS CARDIACAS FUNDARRITMIA,CALLE 50 N. 8 - 24 CS 301,900028377,3100450,Instituciones - IPS,Juridica,Privada,3100450,fundarritmia@gmail.com,,
1841,1841,110012068002,1100120680,OCYH SEDE ALSACIA,CLL 12 B No. 71 D 61 LC 2-15,900285393,Sin Dato,Instituciones - IPS,Juridica,Privada,3 364677,gabriel.sanabria@ui.colpatria.com,,
1845,1845,110012384502,1100123845,LAFAM OPTICAS,Calle 46 A No. 85 A - 51 Lc 10,900407148,Sin Dato,Instituciones - IPS,Juridica,Privada,5476395,mtdelcastillo@lafamvisioncenter.com.co,,
1852,1852,110012384509,1100123845,LAFAM OPTICAS,Calle 67 No 9 - 86,900407148,Sin Dato,Instituciones - IPS,Juridica,Privada,2553897,mtdelcastillo@lafamvisioncenter.com.co,,
1856,1856,110012384513,1100123845,LAFAM OPTICAS,Trv 55 No 98 a - 66 Lc 103,900407148,Sin Dato,Instituciones - IPS,Juridica,Privada,5330399,mtdelcastillo@lafamvisioncenter.com.co,,
1861,1861,110012384518,1100123845,LAFAM OPTICAS,Kr 68 B No 24 - 39 Lc 1-23,900407148,Sin Dato,Instituciones - IPS,Juridica,Privada,4165989,mtdelcastillo@lafamvisioncenter.com.co,,
1864,1864,110012384521,1100123845,LAFAM OPTICAS,Ak 86 No 19A - 50 Lc 31-32,900407148,Sin Dato,Instituciones - IPS,Juridica,Privada,4223080,mtdelcastillo@lafamvisioncenter.com.co,,
1865,1865,110012384522,1100123845,LAFAM OPTICAS,Calle 72 No 10 - 34 Lc 102,900407148,Sin Dato,Instituciones - IPS,Juridica,Privada,2122789,mtdelcastillo@lafamvisioncenter.com.co,,
1870,1870,110012388401,1100123884,SALUD DOMICILIARIA P&M.SAS,CALLE 24D # 75-31 SEGUNDO PISO OFICINA 201,900514854,4572803,Instituciones - IPS,Juridica,Privada,4572803,saludpym@gmail.com,,
1887,1887,110012400401,1100124004,UNIDAD INTEGRAL EN SALUD BOGOTA,CLL 110 N° 9-25,900363673,Sin Dato,Instituciones - IPS,Juridica,Privada,3199585 EXT 14144,cristina_velez@coomeva.com.co,,
1899,1899,110012409601,1100124096,GRUPO LABORAL OCUPACIONAL SAS,KR 61 # 100-56 PISO 1,900451870,Sin Dato,Instituciones - IPS,Juridica,Privada,7512005 - 3164472404,gerencia@grupolaboral.com,,
1912,1912,110010735736,1100107357,Opticentro Internacional Titan Plaza,AK 72 No 80 94 LC 1031,860043998,3258000,Instituciones - IPS,Juridica,Privada,4660344,gina.sanchez@opticentro.com.co,,
1914,1914,110012423701,1100124237,FUNDACION MILLER,Carrera 70g No 71-96,900386229,4700662,Instituciones - IPS,Juridica,Privada,4700662,fundacionmiller@gmail.com,,
1915,1915,110012424401,1100124244,IPS SALUD INTEGRAL SABANA SAS,CALLE 97 A #51-56,900536124,Sin Dato,Instituciones - IPS,Juridica,Privada,6316252,ipssaludintegralsabana@gmail.com,,
1923,1923,110012430301,1100124303,Telesalud Colombia S.A.S,Calle 97A 9-45 Oficina 204,900541768,Sin Dato,Instituciones - IPS,Juridica,Privada,7046115,sandra@telesalud.com.co,,
1926,1926,110012433101,1100124331,WIDEX COLOMBIA S.A.S,AK 15 N° 93 A - 84 OF 608 ED BUSSINESS 93 PH,800032979,Sin Dato,Instituciones - IPS,Juridica,Privada,6365742,administracionbogota@widexcolombia.com,,
1927,1927,110012433301,1100124333,AYUDA MEDICA DOMICILIARIA Y EMPRESARIAL SOLUCIONES EN SALUD OCUPACIONAL S A S,Av Calle 64C #69J-17,900532663,Sin Dato,Instituciones - IPS,Juridica,Privada,3182617235-3125950548,ayudamedica@yahoo.com,,
1954,1954,110012454101,1100124541,BIENESTARES CENTRO INTEGRAL DE MEDICINAS COMPLEMENTARIAS PARA EL MANEJO DEL DOLOR SAS,CALLE 83 # 19-36 CONSULTORIO 705,900552901,Sin Dato,Instituciones - IPS,Juridica,Privada,6183454 - 6160697,ipsbienestares@gmail.com,,
1957,1957,110012455201,1100124552,centro de atencion pulmonar respiremos S.A.S /CAP respiremos S.A.S,CARRERA 9B N. 117A-90 SOTANO 1,900560073,Sin Dato,Instituciones - IPS,Juridica,Privada,3107630637,lilianamcampos70@yahoo.com,,
1963,1963,110012460801,1100124608,SALUD MATERNO FETAL S.A.S,Calle 50 No 8 -24 CONSULTORIO 602,900543887,Sin Dato,Instituciones - IPS,Juridica,Privada,3100761,eramirez2000@gmail.com,,
1974,1974,110012468701,1100124687,CLINICA JUAN ANGEL DE AMOR DR. NESTOR MEJIA ZAMORA S A S SIGLA: CLINICA JUAN ANGEL DE AMOR S A S,CALLE 104 No. 13 A-21,900522226,Sin Dato,Instituciones - IPS,Juridica,Privada,4858255,info@clinicajuanangeldeamor.com,,
1979,1979,110011797301,1100117973,RIAR CENTRO DE MEDICINA ESTETICA Y ALTERNATIVA ROBERTO IGNACIOANGULO RODRIGUEZ SALITRE,AC 26 NO.68C-61 CS 530,900181897,4276250,Instituciones - IPS,Juridica,Privada,4276250,medico.riarsanrafael@gmail.com,,
1996,1996,110011931703,1100119317,CENTRO DE EXCELENCIA EN REHABILITACION Y MEDICINA DEL TRABAJO,KRA. 45 No. 94-83 AUT NORTE,900241765,Sin Dato,Instituciones - IPS,Juridica,Privada,6385900,gerencia@cuidartetusalud.com,,
2005,2005,110012485001,1100124850,SYNAPSIS SAS,AVENIDA CALLE 116 No. 9-70 Consultorio 413,900482620,Sin Dato,Instituciones - IPS,Juridica,Privada,3138486640,carlosvillegas@synapsis.co,,
2016,2016,110012491501,1100124915,Fundacion Lagos,KRA 16 A No 82-75 OFICINA 102,900475528,5300517,Instituciones - IPS,Juridica,Privada,5300517,lagos_raul@hotmail.com,,
2020,2020,110011913702,1100119137,VOILA IPS SAS,AV CARRERA 60 N° 44B - 38,900051714,Sin Dato,Instituciones - IPS,Juridica,Privada,222 81 86 - 222 81 89,hdjgomez@yahoo.com,,
2021,2021,110012493401,1100124934,CENTRO DE COLOPROCTOLOGIA Y ENDOSCOPIA S A S,CL 119 NO. 07 14 CN 616,900584118,Sin Dato,Instituciones - IPS,Juridica,Privada,2143700,carrerasiachoque@yahoo.com,,
2033,2033,110012496301,1100124963,VIDA HOGAR PAD S.A.S.,CARRERA 97 No. 23 H 40,900585501,Sin Dato,Instituciones - IPS,Juridica,Privada,3058576-4188366,vidahogarpad@gmail.com,,
2040,2040,110012501401,1100125014,NATURVEDA,CL 99 N 49 -70,900209693,Sin Dato,Instituciones - IPS,Juridica,Privada,2362393 7550960 7550961,info@naturveda.com.co,,
2042,2042,110012408601,1100124086,CORPOPAT SAS,CARRERA 16A NO. 86 A 02 OF. 403,900519781,Sin Dato,Instituciones - IPS,Juridica,Privada,7028998,laboratorio@corpopat.com,,
2043,2043,110010051822,1100100518,OPTICA COLOMBIANA S A MARLY,Calle 50 8 20,860001449,Sin Dato,Instituciones - IPS,Juridica,Privada,3100532,marly@opticacolombiana.com,,
2055,2055,110011443001,1100114430,VITAE BOGOTA MEDICINA ESTETICA LTDA,KR 11 N°94-02 OF 302,830509749,2362933,Instituciones - IPS,Juridica,Privada,2182097,vitaebogotamspa@gmail.com,,
2069,2069,110011774424,1100117744,OPTICAS SBC LIMITADA CONSULTORIO,CL 20 No 82 52 LC 1 49 C C HAYUELOS,800102107,Sin Dato,Instituciones - IPS,Juridica,Privada,7495619,opticasreport@hotmail.com,,
2071,2071,110012516101,1100125161,Clínica Mariana SAS,CALLE 75 Nº 20C - 09,900595973,7440559,Instituciones - IPS,Juridica,Privada,7440559,mariaesantos@yahoo.com,,
2096,2096,110012531701,1100125317,FUNDACIÓN SAP SALUD,KR 52 Nº 67A-71 CONS 101 102 Y 213,830080935,6609483,Instituciones - IPS,Juridica,Privada,2310019,sapsalud@gmail.com,,
2099,2099,110012533901,1100125339,CENTRO INTEGRAL PARA MANEJO DEL DOLOR-CINDOLORS.A.S,CARRERA 16A NO 82-46 CONSULTORIO 502/503,900606412,Sin Dato,Instituciones - IPS,Juridica,Privada,2960547,jvtptorres@gmail.com,,
2112,2112,110010733548,1100107335,CONSULTORIO EMPRESARIAL DIRECTV,AUTOP NORTE No. 103- 60 PI 3,860066942,Sin Dato,Instituciones - IPS,Juridica,Privada,57 1 4285088,abarragan@compensar.com,,
2124,2124,110011831802,1100118318,FIGURELLA INTERNACIONAL DE COLOMBIA S.A.,CALLE 109 No. 17A - 20 P 2,900114661,6171952,Instituciones - IPS,Juridica,Privada,6201877,admon@figurella.com,,
2133,2133,110010548027,1100105480,CENTRO DE DIAGNOSTICO PLAZA 54,CARRERA 24 No. 53-73 LOCAL 219,800233471,Sin Dato,Instituciones - IPS,Juridica,Privada,6065296-6065297,CJOTERO@SERVIOFTALMOS.COM,,
2142,2142,110011104806,1100111048,CENDIATRA OCCIDENTE 2,CR 68 NO. 17 96,800180176,Sin Dato,Instituciones - IPS,Juridica,Privada,4471401,cendiatra@cendiatra.com.co,,
2143,2143,110012578301,1100125783,Medicina Integrativa YogaSpace,Cr. 11 D No 118 A 95 LC 101,900589573,Sin Dato,Instituciones - IPS,Juridica,Privada,7551313,info@yogaspace.com.co,,
2145,2145,110010561810,1100105618,EL INSTITUTO DE ONCOLOGIA CARLOS ARDILA LULLE,Calle 119 No. 7-90,860037950,6575707,Instituciones - IPS,Juridica,Privada,6030303,andres.rodriguez@fsfb.org.co,,
2146,2146,110010817148,1100108171,CONSULTORIO DE EMPRESA EL TIEMPO,AC 26 # 68 B 70,860007336,Sin Dato,Instituciones - IPS,Juridica,Privada,2940100 ext 2370,nancy.bohorquez@colsubsidio.com,,
2148,2148,110010354302,1100103543,FOTOTERAPIA BOJANINI Y LOPEZ SAS CALLE 66,CL 66 Nº 11 - 50 OF 505 - 506,800236964,Sin Dato,Instituciones - IPS,Juridica,Privada,3099228 - 3099229,angelalopez106@msn.com,,
2152,2152,110012582601,1100125826,WORK & HEALTH SAS SIGLA W & H SAS,AC 24 No 51-40 OF 413,900633692,4008948,Instituciones - IPS,Juridica,Privada,4008948,whsas@outlook.com,,
2155,2155,110012583701,1100125837,STRONG DENTIST SAS,AK 15 No. 88 - 64 OF 508,900611063,Sin Dato,Instituciones - IPS,Juridica,Privada,3108662867,strogdentistbogota@gmail.com,,
2162,2162,110012586701,1100125867,SERVICIO INTEGRADO MEDICO IPS SAS SIGLA S.I.M SALUD,CALLE 64C No 88A 28,900632040,Sin Dato,Instituciones - IPS,Juridica,Privada,3138702262,gialguzman@gmail.com,,
2164,2164,110012587201,1100125872,odontologia estetica s & a sas,carrera 20 numero 53 -10 Local 201,900628119,4005290,Instituciones - IPS,Juridica,Mixta,3115323265,angelaaristizabal605@hotmail.com,,
2169,2169,110012591401,1100125914,IPS PROFESIONALES EN SALUD SAS,CARRERA 25 #51-37,900584038,Sin Dato,Instituciones - IPS,Juridica,Privada,2551440/3106888777,ipsprofesionalesensaludsas@yahoo.com,,
2175,2175,110012575402,1100125754,Unidad de salud ocupacional sur,Cr 68 # 19 - 51,805002036,3003322,Instituciones - IPS,Juridica,Privada,3003322,margarita.macias@unidadso.com.co,,
2197,2197,110010403509,1100104035,CENTRO MEDICO COLMEDICA SEDE SALITRE CAPITAL,"Avenida Calle 26 No. 69C-03 Ofc. 3-01,5-01 T. A y Of 3-01 T. B",830001007,7565656,Instituciones - IPS,Juridica,Privada,7565656 Ext 6557,edgarc@colmedica.com,,
2201,2201,110012637701,1100126377,SO-SIMETRIC SAS,CARRERA 57 No 44 B - 21,900571645,Sin Dato,Instituciones - IPS,Juridica,Privada,7046061,sosimetricsaludocupacional@gmail.com,,
2205,2205,110010602436,1100106024,DINAMICA IPS COLMEDICA MPP SALITRE II,AC 26 69C 03 OF 301 TO A CS 12 13- PS5 TO A CS 20 21 22,800225057,3314501,Instituciones - IPS,Juridica,Privada,3314550 ext 14572,juliqupe@dinamicaips.com.co,,
2210,2210,110012644501,1100126445,CUIDANDOTE EN CASA SAS,CRA 27 B No. 53A - 57,900518560,Sin Dato,Instituciones - IPS,Juridica,Privada,3598324 - 3112300389,cuidandoteencasasas@gmail.com,,
2216,2216,110010825805,1100108258,SEDE AVENIDA 68,"Av. Carrera 68 No. 68b-31. Primer piso, consultorio 106",860013874,Sin Dato,Instituciones - IPS,Juridica,Privada,7460909,dirgeneral@institutoroosevelt.org.co,,
2233,2233,110012003801,1100120038,Prevenfuturo SAS,calle 150A No 19B 13,900276658,5082004,Instituciones - IPS,Juridica,Privada,5082004,entrenador.farmaceutico@prevenfuturo.com,,
2238,2238,110012671001,1100126710,EQUILIBRA TU SALUD,CALLE 102 A No. 45-63,900589944,Sin Dato,Instituciones - IPS,Juridica,Privada,257 0733,pinetcom@hotmail.com,,
2257,2257,110012674011,1100126740,OPTICAS 20 20,kR 13 No. 59- 05 LOCAL 1,900379632,Sin Dato,Instituciones - IPS,Juridica,Privada,7958820/3107657665,opticasvision2020@yahoo.com.co,,
2266,2266,110012482613,1100124826,EPS SANITAS CENTRO MEDICO PALERMO,CR 23 NO. 45 C - 31 P CONSULTORIOS 312-313-314-317-315 -,800251440,Sin Dato,Instituciones - IPS,Juridica,Privada,6466060,mnempeque@colsanitas.com,,
2272,2272,110010143502,1100101435,CENTRO DE ANGIOLOGIA Y CIRUGIA VASCULAR LTDA SEDE SANTANA,CALLE 119 N 7 14 CONS 316,800232254,2451496,Instituciones - IPS,Juridica,Privada,2152633,gerencia@venolaser.com,,
