RAZON SOCIAL;SEDE;DIRECCIÓN;IPSTELEFON;CORREO;TIPO DE IPS
Opticas Vargas Ltda;Optica Italiana Sucursal Centro Comercial Santafe;CL 183 # 45 05 LC 213;6058341;opticaitaliana895@hotmail.com;Privada
Opticas Vision 20-20 E.U.;Opticas Vision 20-20 E.U.;KR 1 # 74 B 37 SUR;7734064;langelagomez@hotmail.com;Privada
Opticas Vision 20-20 E.U.;Opticas Vision 20-20 E.U.;CL 59 C SUR # 89 A 40;7830532;opticasvision2020@yahoo.com.co;Privada
Opticentro Internacional S.A.S.;Centro Medico Colmedica Cedritos;KR 16 A # 137 97;6266727;directora.cientifica@opticentro.com.co;Privada
Opticentro Internacional S.A.S.;Centro Medico Colmedica Colina Campestre;CL 151 # 54 15 PI 2;3591314;directora.cientifica@opticentro.com.co;Privada
Opticentro Internacional S.A.S.;Clínica Oftalmologia Opticentro Internacional;KR 9 A # 66 55;2129323;opticentro@sky.net.co;Privada
Opticentro Internacional S.A.S.;Opticentro Centro Mayor;CL 38 A SUR # 34 D 50 LC 1041;3258000;ecnologia@opticentro.com.co;Privada
Opticentro Internacional S.A.S.;Opticentro Clínica Oftalmologica Sede II;TV 22 A # 61 B 04;3497980;tecnologia@opticentro.com.co;Privada
Opticentro Internacional S.A.S.;Opticentro Internacional;KR 11 # 69 81;3497980;julia.casta?o@opticentro.com.co;Privada
Opticentro Internacional S.A.S.;Opticentro Internacional Calle 75;CL 75 # 13 37;3497980;opticentro@sky.net.co;Privada
Opticentro Internacional S.A.S.;Opticentro Internacional Hayuelos;CL 20 # 82 52 LC 1-33;3546125;opticentro@sky.net.co;Privada
Opticentro Internacional S.A.S.;Opticentro Internacional Optica 67 II;CL 67 # 9 55;5420533;opticentro@sky.net.co;Privada
Opticentro Internacional S.A.S.;Opticentro Internacional Optica Colsubsidio Ciudadela;CL 79 # 112 B 29 LC 16;4332586;opticentro@sky.net.co;Privada
Opticentro Internacional S.A.S.;Opticentro Internacional Palatino;AK 7 # 139 07 LC 125;3497980;opticentro@sky.net.co;Privada
Opticentro Internacional S.A.S.;Opticentro Internacional Porvenir;CL 54 F SUR # 93 C 18 LC 203;3258000;gina.sanchez@opticentro.com.co;Privada
Opticentro Internacional S.A.S.;Opticentro Internacional Titan Plaza;AK 72 # 80 94 LC 1031;4660344;gina.sanchez@opticentro.com.co;Privada
Opticentro Internacional S.A.S.;Opticentro Internacional Unicentro;KR 15 # 123 30 LC 2 259;2130350;opticentro@sky.net.co;Privada
Opticentro Internacional S.A.S.;Opticentro Internacional Usaquen;AV 7 # 123 65 CS 303;6539099;opticentro@sky.net.co;Privada
Opticentro Internacional S.A.S.;Opticentro San Luis;TV 22 A # 61 B 04;5496933;tecnologia@opticentro.com.co;Privada
Optilaser S.A;Optilaser S.A;CL 36 SUR # 73 D 89;6163508;optilaserkennedy@optilaser.com.co;Privada
Optilaser S.A;Optilaser S.A;AV 19 # 95 75;6163508;optilaser@optilaser.com;Privada
Optilentes Ltda;Optilentes Bogota;KR 69 # 47 34;2943333 Ext. 181;optilentes@hotmail.com;Privada
Optired Ltda;Optired Ltda;CL 51 # 14 88;3463501;johis71@hotmail.com;Privada
Optiya;Optiya;KR 25 # 141 41;6333412-6150922;;Privada
Optomedica Ltda.;Optomedica Ltda.;CL 19 # 6 68 OF 603;3428734;pattypadi2@hotmail.com;Privada
Oral - Dent Unidad Odontológica Integral;Oral - Dent Unidad Odontológica Integral;AC 72 # 104 A 09 PI 2;5484026;;Privada
Oral & Body Estetica Oral Y Corporal E.U;Oral & Body Estetica Oral Y Corporal E.U;KR 13 # 96 60;8126821;oralbody@hotmail.com;Privada
Oral Express R&R Ltda;Oral Express R&R Ltda;CL 8 A # 76 A 65;2920508;oralexpress@gmail.com;Privada
Oral Home Ltda.;Oral Home;CL 4 # 56 04 PI 2;2614247;monicovv@yahoo.com;Privada
Oral Line Clínicas Odontológicas Limitada;Oral Line Clínicas Odontológicas;CL 57 # 24 30;3450299;odontoluisfer@hotmail.com;Privada
Oral Max Clínica Odontológica Limitada Oral Max Ltda;Oral Max Clínica Odontológica Centro De Blanqueamiento Y Estetica Dental;CL 104 # 14 66 PI 1;3212267050;oral_max@hotmail.com;Privada
Oral Max Clínica Odontológica Limitada Oral Max Ltda;Santa Ana Dental Center;CL 119 # 7 14 CS 421 B;2153638;gapraez@hotmail.com;Privada
Oral Max Clínica Odontológica Ltda;Oral Max Clínica Odontológica Ltda;AV SUBA # 115 58 TO A CS 413;6241211;oral_max@hotmail.com;Privada
Oral Odontologos Ltda;Jorsan Odontologos;KR 100 # 21 - 69;4155590;sanboco05@yahoo.es;Privada
Oral Planet Ltda;Oral Planet Ltda;AC 72 # 80 C 55;2231271;icasallas@hotmail.com;Privada
Oral Plus Especialidades Odontológicas E U;Oral Plus Especialidades Odontológicas E U;CL 169 B # 67 61 LC 2;6795141;oralplusodontologia@hotmail.com;Privada
Oral Plus Especialidades Odontológicas Ltda;Oral Plus Especialidades Odontológicas Ltda;CL 169 B # 67 61 LC 2;6795141;oralplusodontologia@hotmail.com;Privada
Oral Services E U;Oral Services E U;KR 68 # 17 12;4473333;ortiz_melida@coomevamail.com;Privada
Oral Services E U;Oral Services Eu;CL 24 # 81 C 09;3114526249;oralservices.eu@gmail.com;Privada
Oral Sonrisa Eu;Oral Sonrisa Eu;KR 78 K 35 A SUR - 27;4502553;oral.sonrisa@gmail.com;Privada
Oral Visions Ltda;Oral Visions Ltda;CL 139 # 99 B 27;6924836;;Privada
Oral Visions Ltda;Oral Visions Ltda;CL 139 # 99 B 27;6924836;oralvisions@yahoo.es;Privada
Oral Visions Ltda;Oral Visions Ltda;CL 139 # 111 A 07 P2;5361202;;Privada
Oralnet E.U.;Oralnet E.U;KR 28 A # 51 58;2126339;contacto@oralnet.com;Privada
Oralnet E.U.;Oralnet E.U.;CL 37 SUR # 78 H 03 PI 2;4752636;oralnet.clinicas@gmail.com;Privada
Oralrent S.A.S.;Oralrent S.A.S.;CL 24 A # 81 C 98 LC 2;2633085;oralrent1@hotmail.com;Privada
Orden Ministros De Los Enfermos;Centro San Camilo Juan Rey;TV 14 ES # 69 A 84 SUR;3653349;dinodezan@hotmail.com;Privada
Orden Ministros De Los Enfermos;Centro San Camilo Los Libertadores;CL 56 SUR # 14 D 82 ES;3637160;cmsancamilo@gmail.com;Privada
Orfam Ltda;Orfam Ltda;AK 15 # 124 91 CS 201 A;6198235;;Privada
Organismos De Certificacion De Personas Limitada S;Organismo De Certificacion De Personas Ltda;CL 86 A # 23 04;7560689;certificarltda@hotmail.com;Privada
Organización Globaldent SAS;Clínica De Implantes Dentales Odontofamily Restrepo;DG 19 SUR # 20 61;3728517;direccionadministrativa@clinicasodontofamily.com;Privada
Organización Globaldent SAS;Clínica De Ortodoncia Ortopedia Maxilar Odontofamily Niños Restrepo;TV 21 A # 20 27 SUR;2789089;direccionadministrativs@clinicasodontofamily.com;Privada
Organización Globaldent SAS;Odontofamily Bosa La Libertad;KR 88 C # 56 F 69 SUR;7859633;direccionadministrativa@clinicasodontofamily.com;Privada
Organización Globaldent SAS;Odontofamily Bosa Piamonte;TV 78 L # 68 15 SUR;7797848;ofipersonal@hotmail.com.es;Privada
Organización Globaldent SAS;Odontofamily Ciudad Roma;AK 80 # 56 01 SUR;7761662;ofipersonal@hotmail.es;Privada
Organización Globaldent SAS;Odontofamily H Kennedy;TV 73 D # 39 A 37 SUR;2658408;direccionadministrativa@clinicaodontofamily.com;Privada
Organización Globaldent SAS;Odontofamily Kennedy Central;CL 33 A # 78 A 16 SUR;3292090;oficentral@clinicasodontofamilyhotmail.com;Privada
Organización Globaldent SAS;Odontofamily Plaza De Las Américas;CL 8 SUR # 71C 15;2606230;;Privada
Organización Globaldent SAS;Odontofamily Restrepo 1;TV 20 A # 19 A 39 SUR;2393795;;Privada
Organización Globaldent SAS;Odontofamily Restrepo II;DG 19 SUR # 20 79;3727032;;Privada
Organización Globaldent SAS;Odontofamily Venecia;DG 46 A SUR # 50 56;7282216;direccionadministrativa@clinicasodontofamily.com;Privada
Organización Pavlov Ltda.;Organización Pavlov Kennedy;KR 78 B # 38 86 SUR PI 3;2648142-44-30;;Privada
Organización Pavlov Ltda.;Organización Pavlov Ltda.;TV 71 D # 1 27 SUR;2907558;;Privada
Organización Visión Medica Eu Orvimed;Organización Visión Medica Eu Orvimed;KR 78 G # 37 33 SUR;2369952;;Privada
Organizacion Clínicas Odontológicas Tamayo S A S;Organizacion Clínicas Odontológicas Tamayo S A S;KR 91 # 145 B 55 AP 102;6804813;gerenciatamayo@hotmail.com;Privada
Organizacion De Sistemas Dentales Osisdent Ltda;Gestion De Imagenes Y Radiologia Oral;KR 13 A # 93 24 LC 101;6114472;gestiondeimagenes@hotmail.com;Privada
Organizacion De Sistemas Dentales Osisdent Ltda;Organizacion De Sistemas Dentales Osisdent Ltda;KR 14 # 92 77;2576200;osisdent@hotmail.com;Privada
Organizacion Diseñando Sonrisas Ltda;Organizacion Diseñando Sonrisas Ltda;KR 16 # 84 A 09 CS 718;6217521;mauricio_ortho@yahoo.com.mx;Privada
Organizacion Globaldent SAS;Clínica De Implantes Dentales Odontofamily Fontibon;CL 17 A 99 25;4214711;direccionadministativa@clinicasodontofamily.com;Privada
Organizacion Globaldent SAS;Clínica De Ortodoncia Ortopedia Maxilar Odontofamily Niños Fontibon;KR 99 # 17 40 LC 1;2674015;direccionadministrativa@clinicasodontofamily.com;Privada
Organizacion Globaldent SAS;Inversiones Rojas Parada Ltda Odontostar;AC 68 # 76 62;2513080;;Privada
Organizacion Globaldent SAS;Odontofamily Ferias;AK 70 # 72 A 42 PI 2, 3 Y 4;3292090;;Privada
Organizacion Globaldent SAS;Odontofamily Fontibon;CL 17 A # 99 21;2674093;;Privada
Organizacion Globaldent SAS;Odontofamily H Simon Bolivar;KR 6 B # 163 A 04 PI 1;6741534;ofipersonal@hotmail.com;Privada
Organizacion Globaldent SAS;Odontofamily Patio Bonito Tintal;KR 86 C # 38 11 SUR;4002090;ofipersonal@hotmail.es;Privada
Organizacion Globaldent SAS;Odontofamily Portal Suba;CL 141 C # 103 F - 78;5356901;;Privada
Organizacion Globaldent SAS;Odontofamily Quirigua;TV 94 # 80 A 49;2274941;;Privada
Organizacion Globaldent SAS;Odontofamily Santa Helenita;AC 72 # 76 88;2248658;;Privada
Organizacion Globaldent SAS;Odontofamily Santa Helenita 2;AC 72 # 76 70;2247817;ofipersonal@hotmail.es;Privada
Organizacion Globaldent SAS;Odontofamily Suba Campiña;KR 92 # 147 B 17;6831223;;Privada
Organizacion Globaldent SAS;Radiologia Panoramica Dental;CL 17 A # 99 33 PS 2;4188958;direccionadministrativa@clinicasodontofamily.com;Privada
Organizacion Juan Carlos Farre SAS;Organizacion Juan Carlos Farre SAS;KR 19 A #  84  64;6168152;organizacionjcf@hotmail.com;Privada
Organizacion Medica Laboral Ltda;Organizacion Medica Laboral Ltda;CL 58 # 19 12 CS 302 4 y 302 6;2103137;omlaboral@hotmail.com;Privada
Organizacion Pavlov Ltda;Organizacion Pavlov Ltda;AK 72 # 127 B 42;6243221;;Privada
Organizacion Pragma De Colombia S.A.;Pragma Colombia Medicina Altamente Especializada;CL 122 # 23 28;6124050;orgpragmacol@gmail.com;Privada
Organizacion Proyecto Pedagogico Renacer;Organizacion Proyecto Pedagogico Renacer;KR 80 # 71 - 14 PI 2;2525660;prorenacer@hotmail.com;Privada
Organizacion Proyecto Pedagogico Renacer;Organizacion Proyecto Pedagogico Renacer;KR 94 D # 145 85 PI 2;3177891405;prorenacer@hotmail.com;Privada
Organizacion Proyecto Pedagogico Renacer SAS;Organizacion Proyecto Pedagogico Renacer SAS;KR 80 # 71 14 PI 2;3105846861;prorenacer@gmail.com;Privada
Organizacion Proyecto Pedagogico Renacer SAS;Organizacion Proyecto Pedagogico Renacer SAS;KR 94 D # 145 83 PI 2;6825998;prorenacer@hotmail.com;Privada
Organizacion Vision Medica Eu Orvimed;"Organizacion Vision Medica ""Orvimed""";CL 96 #10 51 OF 201;2567869;orvimed@hotmail.com;Privada
Organizacion Vision Medica Eu Orvimed;Organizacion Vision Medica Eu Orvimed;CL 63 # 22 22;2738435;;Privada
Organizacion Vision Medica Eu Orvimed;Organizacion Vision Medica Eu Orvimed Sede Chico;DG 54 # 24 11;3461660;orvimed@hotmail.com;Privada
Organizacion Zalop Ltda;Clínica Zalop;CL 105 # 48 08;7520041;gerencia@zaloplaclinica.com;Privada
Organizaciones De Imagenologia Colombiana Oic S.A.;Organizaciones De Imagenologia Colombiana Oic S.A.;KR 7 # 165 00;5261570;;Privada
Organizaciones De Imagenologia Colombiana Oic Sa;Oic Country;KR 19 A # 82 85 CS 301;7954218;gerenciadminoic@gmail.com;Privada
Orienta Familiar IPS Eu;Orienta Familiar IPS Eu;AK 14 # 33 A 55;2871234;orientafamiliaripseu@hotamail.com;Privada
Orientar Salud Ltda;Orientar Salud Ltda;KR 16 A # 80 94 CS 401;6180912;orientarsalud@hotmail.com;Privada
Orientar Salud Ltda.;Orientar Salud Ltda.;CL 21 # 6 59 CS 503;2828675;orientarsalud@yahoo.com;Privada
Orl Audio SAS;Orl Audio SAS;CL 23 # 66 46 INT 4 CS 1208;5744314;alexandramunevar@telmex.net.co;Privada
Orl Bosque Ltda;Orl Bosque Ltda;AC 134 # 7 B 83 OF 719;6271711-6331586;orlbosque@gmail.com;Privada
Orl Servicios Médicos Y Varios SAS;Orl Servicios Médicos Y Varios SAS;KR 7 # 41 21 PI 2 CS 202;2458885;juanpablonavarro@gmail.com;Privada
Orliman Colombia IPS Ltda;Orliman Colombia IPS Ltda;CL 44 # 66 A 10;3242572;orlimancolombia@hotmail.com;Privada
Orosalud Clínicas Odontológicas Ltda;Orosalud Clínicas Odontológicas;KR 14 # 75 76 OF 101;2177733;gilbertoesteban@yahoo.es;Privada
Orsodent Clínica Odontológica;Orsodent Clínica Odontológica;KR 24 # 60 33;3460542;;Privada
Ortho Center SAS;Ortho Center SAS;CL 104 # 14 A 45 CS 203;6553690;orthocenter@tutopia.com;Privada
Ortho Center SAS;Ortho Center SAS;CL 104 # 14 A 45 OF 203;6553690;info@orthocenter.com.co;Privada
Ortho Wave Colombia Ltda- Owc Ltda;Ortho Wave Colombia Ltda- Owc Ltda;AC 134 # 7 B 83 OF 122 CS 4;5200010;ipercy@owc.com.co;Privada
Orthocel Medicina Celular E.U;Orthocel Medicina Celular E.U;KR 49 # 98 A 17;4822117;jesith@etb.net.co;Privada
Orthodentales Ltda.;Orthodentales Ltda.;CL 46 SUR # 24 52 PI 2;7677441;8174;Privada
Orthohand SAS;Orthohand SAS;AC 57 # 26 12;7444076;administracion@orthohand.net;Privada
Orthohand SAS;Sede 2 Rehabilitacion Orthohand IPS;AC 57# 27 46;7444076;calidad@orthohand.net;Privada
Orthoservice Plus Ltda.;Orthoservice Plus Ltda.;DG 45 # 51 10 SUR;7112088;angelicaparu28@yahoo.es;Privada
Ortisalud IPS;Ortisalud IPS;CL 38 SUR # 86 C 76 PI 3;4515917;ortisalud@hotmail.com;Privada
Ortisalud IPS Ltda;Ortisalud IPS Ltda;CL 38 SUR # 86 C 76 PI 3;4515917;ortisalud@hotmail.com;Privada
Orto Dent S.A.S.;Orto Dent S.A.S.;AK 50 # 37 17 SUR;7137455;jose_quintero@etb.net.co;Privada
Ortodesa S.A.;Ortodesa S.A.;AK 9 # 116 20 CS 302;60360303 Ext. 5832-5833;ortodesa@gmail.com;Privada
Ortodoncia Odontología Estética SAS;Ortodoncia Odontología Estética SAS;CL 70 SUR # 78 96 PI 2;7787359;ortodonciaodontologiaestetica@hotmail.com;Privada
Ortodoncia Rafael Martinez SAS - Ortodoncia Rm SAS;Ortodoncia Rafael Martinez SAS - Ortodoncia Rm SAS;CL 114 # 6A-92 LC 413 D -410;3208651852;contacto@ortodonciarafaelmartinez.com;Privada
Ortodoncistas Asociados S.A.;Ortodoncistas Asociados;CL 35 A SUR # 78 A 39 PI 4;4031818;gestion.calidad@ortoasociados.com;Privada
Ortodoncistas Asociados S.A.;Ortodoncistas Asociados;KR 11 # 66 53 PI 4;2552248;gestion.calidad@ortoasociados.com;Privada
Ortodoncistas Asociados S.A.;Ortodoncistas Asociados;AV 15 # 124 03 OF 501;2148845;gestion.calidad@ortoasociados.com;Privada
Ortodoncistas Asociados S.A.;Ortodoncistas Asociados S.A.;KR 103 C BIS # 150 B 17;6862809;gestion.calidad@ortoasociados.com;Privada
Ortodoncistas Asociados S.A.;Ortodoncistas Asociados S.A. Centro De Diagnóstico;KR 11 # 66 53 OF 402 A;2559030;ortoasociados@empresario.com.co;Privada
Ortoimagenes Ltda;Ortoimagenes Ltda;KR 19 A #90 53 CS 101;6220376;ortoimagenes@hotmail.com;Privada
Ortolasser Clínica De Especialidades Odontológicas Eu;Ortolasser Clínica De Especialidades Odontológicas Eu;AC 72 # 99 B 03;2279573;melbagomez@hotmail.com;Privada
Ortonal Ltda;Ortonal Ltda;CL 23 # 66 46 IN 4 CS 1019;5741341;marcelapina@gmail.com;Privada
Ortopedica Chapinero E.U.;Ortopedica Chapinero E.U.;KR 15 # 54 47;2492125;ortopedicas_chapinero@hotmail.com;Privada
Ortopedistas Santafe Ltda;Ortopedistas Santa Fe;kr 7 # 117 15;6030303;ortopedistasantafe@gmail.com;Privada
Osejo & Ramirez Ltda O & R Ltda;Dental & Esthetique Salitre;KR 69 # 24 C 39 LC 09;4167772;oyrltd@hotmail.com;Privada
Osejo & Ramirez Ltda O&R Ltda;Dental & Esthetique Salitre;CL 25 # 69 51 LC 9 SALITRE PARK;4167772;oyrltda@hotmail.com;Privada
Osejo & Ramírez Ltda. O&R Ltda.;Dental & Esthetique La Soledad;CL 39 # 25 25;6052525;clinicaestericalapaz@hotmail.com;Privada
Osma Y Potes Ltda  Ospo Ltda;Osma Y Potes Ltda  Ospo Ltda;AV 7 # 119 14 CS 516;2151136;ospo_05@hotmail.com;Privada
Osorio Osorio Otto;Osorio Osorio Otto;KR 78 # 8 C 11 PI 2;4111690;;Privada
Osteoporosis Ltda;Osteoporosis Ltda;CL 94 # 15 45;6163053;osteoporosis@etb.net.co;Privada
Ostrauma Ltda;Ostrauma Ltda;AC 127 # 21 60 CS 101;6252814-6261414;ostraumaltda@gmail.com;Privada
Otapa Estetica S.A. -Clínica Seoul-;Otapa Estetica S.A. -Clínica Seoul-;KR 7 B BIS # 126 08;2135814;;Privada
Ovc SAS;Organización Vacunemos Colombia S.A.;KR 43 A # 62 03 SUR;7319928;info@vacunemoscolombia.com;Privada
Ovc SAS;Organizacion Vacunemos Colombia;CL 102 A # 45 A 09;7424478;info@vacunemoscolombia.com;Privada
P&G Soluciones Odontológicas Limitada;P&G Soluciones Odontológicas Limitada;AC 147 # 19 50 LC 13;5275546;jopigo_1@hotmail.com;Privada
Palway Fundation;Palway Fundation;KR 74 A # 52 A 11;4781235;palwayfundation@hotmail.com;Privada
Panorama Salud SAS;Panorama Salud SAS;AC 116 # 9 72 CS 301-1 Y 302-1;4852031;gerenciageneralpanorama@gmail.com;Privada
Panoramax Ltda;Panoramax Ltda;CL 49 # 9 21;3384312;info@panoramaxltda.net;Privada
Paramedic De Colombia SAS;Paramedic De Colombia SAS;CL 89 # 21 30;6350935;paramedic@homesalud.com;Privada
Paso A Paso Centro De Desarrollo Infantil Ltda;Paso A Paso Centro De Desarrollo Infantil;KR 45 A# 95 70;6.91766e+013;amipasoapaso@hotmail.com;Privada
Passus IPS Taller Psicomotriz S.A.S.;Passus IPS Taller Psicomotriz S.A.S.;KR 20 # 118 76;6209411-6209418;acabalga@yahoo.com;Privada
Passus IPS Taller Psicomotriz S.A.S.;Passus IPS Taller Psicomotriz SAS;CL 142 # 16 A 52;7022156;subdireccionauditoria@passusips.com;Privada
Pasteur Laboratorios Clínicos De Colombia S.A.;Pas Laboratorios Clínicos De Colombia S.A.;CL 24 # 81 C 52 PI 2;8142960;info@pasteurlab.com;Privada
Patolab Rx Ltda;Patolab Rx Ltda;KR 19 C # 90 14 CS 308;6103462;patolab@etb.net.co;Privada
Patologia Country Ltda;Patologia Country Ltda Almirante Colon;KR 16 # 82 95 CS 706;6348824;dariocadena@patologiadelcountry.com;Privada
Patologia Unidad Medica Clínica Del Country SAS;Patologia Unidad Medica Linica Del Country SAS;CL 167 # 72 07 PI 2 OF PATOLOG;2560457;yyy@cable.net.co;Privada
Pediatrik Rehabilitacion Integral Pediatrica S A S Con Sigla Pediatrik S A S;Pediatrik Rehabilitacion Integral Pediatrica S A S Con Sigla Pediatrik S A S;KR 16 A # 82 75 CS 303;2184148;pediatrikrehabilitacion@gmail.com;Privada
Pedimedical Center Cia Ltda - Sigla Pedimedical Center;Pedimedical Center;KR 53 # 102 A 36;6237093;bogota@pedimed.com.co;Privada
Pedimedical Center Cia Ltda Y Cuya Sigla Sera Pedimedical Center;Pedimedical Center;KR 53 # 102 A 36;6237093;administracion@pedimedicalcenter.com;Privada
Pedro Eliecer Vásquez Beltrán;Pedro Eliecer Vásquez Beltrán;KR 21 # 22 76 SUR;2728420;;Privada
Perfecta Centro De Cirujia Plastica Y Ambulatoria;Perfecta Centro De Cirujia Plastica Y Ambulatoria;KR 14 # 87 55;2364030;;Privada
Pharmagenes S.A;Pharmagenes S.A;KR 28 # 74 24;2315326;geosjuridica@telesat.com.co;Privada
Physical Care Ltda;Physical Care Ltda;KR 21 A # 124 55 CS 105;2148522;physicalcare.ltda@gmail.com;Privada
Pinto Rodriguez Consultores SAS;Colombian Psychology Center I.P.S;KR 82 # 23 C 06;4660840;mariaconsuelo1112@hotmail.com;Privada
Pinzon Barreto Medicos Asociados SAS;Pinzon Barreto Medicos Asociados SAS;CL 134 BIS # 18 78 CS 305;2585824;pinzonbarretomedas@hotmail.com;Privada
Plastic Surgery Center SAS;Plastic Surgery Center SAS;CL 109 # 17 A 35 OF 301;6205979;plasticsurgerycenterbogota@gmail.com;Privada
Platinum Health Group IPS S.A.S;Platinum Health Group IPS S.A.S;CL 37 # 19 36;3915606;platinumhegroup@gmail.com;Privada
Plusvida SAS;Plusvida SAS;KR 21 # 127 B 37;6279679;gerencia@plusvida.com.co;Privada
Policlinica Los Andes E.U;Policlinica Los Andes E.U;CL 38 SUR # 86 A 06;4508504;policlinicalosandes@yahoo.com;Privada
Policlinicas Especializadas En Servicios De Salud Consusalud Ltda;Policlinicas Especializadas En Servicios De Salud Consusalud Ltda;CL 38 SUR # 87 F 53;4515403;linacruzg@yahoo.com;Privada
Policlinico Integral La Gaitana Ltda;Policlinico Integral La Gaitana Ltda;CL 139 # 116 13;5350166;;Privada
Policlinico Las Orquideas E.U.;Policlinico Las Orquideas E.U.;KR 18 A # 161 07 PI 2;5263613;p.orquideas@hotmail.com;Privada
Policlinico Santa Cruz;Policlinico Santa Cruz;KR 112 A # 78 F 55;4312811;;Privada
Policlinico Social Del Norte Ltda;Policlinico Social Del Norte Ltda;KR 8 H # 164 B 19;6774390;psndelnorte@hotmail.com;Privada
Policlínica Clark Y-O María Idali Zarate De Real;Policlínica Clark Y-O María Idali Zarate De Real;KR 12 C # 5 41 SUR;2895471;;Privada
Policlínica El Sosiego Cía. Ltda.;Policlínica El Sosiego Cía. Ltda.;CL 18 SUR # 9 08;2782545;polisosiego@empresario.com.co;Privada
Policlínico 20 De Julio  Limitada;Policlínico 20 De Julio  Limitada;CL 27 SUR # 5 55;2395839;poli20dejulio@gmail.com;Privada
Policlínico Bioenergética Y Compañía Ltda.;Policlínico Bioenergética Y Cía.  Ltda.;AK 36 # 1 B 36;2018854;polibioenergetico@hotmail.com;Privada
Policlínico Comunitario Ingles Ltda.;Policlínico Comunitario Ingles Ltda.;CL 41 # 26 31 SUR PI 2;7600298;;Privada
Policlínico Diagnóstico Del Sur E.U;Policlínico Diagnóstico Del Sur E.U;CL 27 SUR # 19 B 05-07;2091238;jessy_720@hotmail.com;Privada
Policlínico Integral De Bosa;Policlínico Integral De Bosa;KR 78 A BIS # 60 10 SUR;7809440;;Privada
Policlínico Integral De Bosa Limitada;Policlínico Integral De Bosa Limitada;KR 77 J # 63 10 SUR PI 1 Y 2;7809440;poliintegralbosa@yahoo.es;Privada
Policlínico Santa Fe De Bogotá Ltda.;Policlínico Santa Fe De Bogotá;TV 80 A # 65 J 51 SUR;7807175;polisantafe@hotmail.com;Privada
Porsalud Limitada;Porsalud Calle 100;CL 102 # 50 49;2363038;porsaludlimitada@hotmail.com;Privada
Porsalud Limitada;Porsalud IPS;CL 145 A # 94 A 17;6819979;porsaludlimitada@hotmail.com;Privada
